temp_day,temp_night,precipitation,wind,anomaly_day
36.23733400279405,22.23733400279405,31.475343025013913,39.964817955844254,1
16.162597717437276,2.162597717437275,0.4327511658353623,12.133474187774787,1
15.014542160589956,1.0145421605899563,2.449700479830232,2.8165253249053657,1
37.22434226301738,23.224342263017377,36.82183784676175,19.549176320571974,0
15.826613946250907,1.826613946250907,0.9336086067858652,7.152206369775755,0
32.56623992300685,18.566239923006844,23.014837288011556,18.989159448993263,1
37.27574820059696,23.275748200596954,23.183422498522294,42.11801861205175,0
40.50200475897229,26.502004758972287,30.44105227839547,39.775992061064585,0
14.549710071226851,0.5497100712268517,0.09899333077481293,11.65410441000754,1
44.84194234961372,30.84194234961372,28.745279889544367,33.495269204548556,1
33.5144145837108,19.514414583710803,38.333258815490474,33.96612878863304,1
39.936632410570446,25.93663241057044,28.131719982598927,32.8111926518359,0
13.073523457796538,-0.9264765422034622,3.233422110338504,0.10763817867239123,0
18.07726107323115,4.077261073231147,0.7896370751781405,7.757073239127467,1
16.310585759595643,2.310585759595643,0.3219163680420712,6.425389934540879,1
44.09873725081869,30.09873725081869,35.03117268286425,35.824421690433844,1
49.01483299457503,35.01483299457503,23.697482549600654,30.394556360530114,0
51.07914875407107,37.07914875407107,20.759039358663646,48.90834383162218,1
37.99059191192148,23.990591911921474,30.42186789135595,32.43522839898107,1
51.95411141127217,37.95411141127217,25.0153039866799,19.925816542710248,0
21.711670377233208,7.711670377233206,3.2227002865872945,0.3459357025426817,0
17.067576007515143,3.0675760075151413,1.8905714264316755,7.594798479483075,0
30.095225030119472,16.095225030119472,22.788264269830783,30.6820827846431,0
39.38076775215705,25.380767752157052,31.406653623721773,33.65685836834115,1
39.39240376530343,25.392403765303428,32.538698765287464,40.51589899289241,1
36.38710360989599,22.38710360989599,34.700661321620274,17.050165124785615,1
17.873452988567895,3.8734529885678928,0.8839131048348479,2.4311010980754126,1
18.33715018174334,4.337150181743338,1.7768448287432033,2.632753396051118,1
19.37579695580122,5.3757969558012215,2.485006092901005,0.9212032924728352,1
18.21236474425264,4.212364744252641,1.2572769005714222,4.494336313985612,0
34.53061779017874,20.530617790178738,24.64210891014123,35.245860340123954,0
40.72157285722277,26.721572857222768,23.7379966724822,33.94524334361275,1
20.016098058142614,6.016098058142615,1.9027768942289525,1.1262086205864084,1
32.752068094670456,18.752068094670456,34.63417649750963,34.31544881812675,1
19.899038741975772,5.899038741975775,3.2897455046453614,3.2440850794499343,0
20.271414456356382,6.27141445635638,3.277755091477655,1.8461934525708883,1
32.89764610114328,18.897646101143287,22.76878336664747,25.468668731487377,0
48.56493722403299,34.56493722403299,23.105973651163172,28.198093151471475,0
46.79845526491131,32.79845526491132,32.08999078657857,26.00662888601822,1
45.01842609043606,31.01842609043605,31.535628611597925,34.961087839194285,1
19.001771957459816,5.001771957459816,0.4319215427118478,2.6000915881539304,0
21.95898180114832,7.958981801148317,3.2548696523526206,4.408493346837112,0
50.94904002730057,36.949040027300576,35.65042553775534,36.984271537277294,1
20.128894568403695,6.128894568403695,1.3909961318191946,9.857651970981117,1
23.283817077152747,9.283817077152749,0.4859756041890806,0.010624323156468662,0
45.303766934825944,31.30376693482594,31.17027294317003,21.644780177149105,0
40.84194926987165,26.84194926987165,29.928884407570404,30.564723103568596,0
18.06417506336364,4.064175063363638,3.4388898555811536,7.237998143191114,0
21.529438230588333,7.529438230588334,0.018078767934532447,5.701849401974477,1
22.763515703624645,8.763515703624643,3.4617775125380095,1.6600082696044662,1
22.602078823835143,8.602078823835141,4.665135823551369,10.550424891392122,0
24.2214023115331,10.221402311533101,3.466664737453052,9.677831918279256,0
26.68540008354028,12.685400083540282,3.376643712193278,0.7372683340833459,1
23.75251809401252,9.752518094012519,2.5969861887294736,0.7978896597523853,0
24.164397549904074,10.164397549904074,3.220949924968661,0.05530770330122581,1
45.82482907970906,31.824829079709055,37.80259714511103,27.706045542081824,0
42.437615801833665,28.43761580183366,30.887880729372142,36.88184782148402,1
32.69149923621829,18.69149923621829,25.51584918137654,35.73028086526476,1
24.919220203156762,10.919220203156764,3.438456300592204,7.250160938269754,0
48.267065119556676,34.267065119556676,27.18974480727032,36.48459376338499,1
36.88756930426428,22.887569304264282,29.43895879331139,41.77554229176306,1
23.146955162914587,9.146955162914587,1.2197301193252326,2.4704373472414014,1
24.665605637998254,10.665605637998256,3.6544849370878074,4.714566189494794,0
42.72573695480108,28.725736954801086,37.71995084391316,22.937121177772497,0
24.936308851907793,10.936308851907793,2.5654676361046103,3.8008281120804988,1
26.130965836667016,12.130965836667013,4.393536891892598,2.3945924126520133,1
34.59877485876291,20.59877485876291,29.533433424657886,39.35013485557548,0
49.151641527649666,35.151641527649666,27.98271401391749,32.69300656509664,0
42.02014629848471,28.02014629848471,29.534003205426814,28.092637555255777,0
